PhraseId	SentenceId	Phrase	Sentiment	sentiment
10091	424	Any enjoyment	3	neutral
10092	424	enjoyment	3	neutral
10093	424	will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .	2	negative
10094	424	will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things	2	negative
10095	424	be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things	2	negative
10096	424	hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things	2	negative
10097	424	hinge	2	neutral
10098	424	from a personal threshold of watching sad but endearing characters do extremely unconventional things	2	negative
10099	424	a personal threshold of watching sad but endearing characters do extremely unconventional things	2	negative
10100	424	a personal threshold	2	neutral
10101	424	personal threshold	2	neutral
10102	424	personal	3	neutral
10103	424	threshold	2	neutral
10104	424	of watching sad but endearing characters do extremely unconventional things	3	negative
10105	424	watching sad but endearing characters do extremely unconventional things	2	negative
10106	424	sad but endearing characters do extremely unconventional things	3	negative
10107	424	sad but endearing characters	3	neutral
10108	424	sad but endearing	3	neutral
10109	424	sad but	1	negative
10110	424	endearing	3	positive
10111	424	do extremely unconventional things	2	negative
10112	424	extremely unconventional things	2	negative
10113	424	extremely unconventional	2	negative
10114	424	extremely	2	negative
10115	424	unconventional	2	neutral
10116	425	Some Body smacks of exhibitionism more than it does cathartic truth telling .	1	positive
10117	425	Some Body	2	neutral
10118	425	Body	2	neutral
10119	425	smacks of exhibitionism more than it does cathartic truth telling .	1	positive
10120	425	smacks of exhibitionism more than it does cathartic truth telling	1	positive
10121	425	smacks of exhibitionism	1	neutral
10122	425	smacks	2	neutral
10123	425	of exhibitionism	2	neutral
10124	425	exhibitionism	2	neutral
10125	425	more than it does cathartic truth telling	1	positive
10126	425	than it does cathartic truth telling	2	neutral
10127	425	it does cathartic truth telling	3	neutral
10128	425	does cathartic truth telling	3	neutral
10129	425	cathartic truth telling	2	neutral
10130	425	cathartic truth	2	neutral
10131	425	cathartic	1	neutral
10132	425	truth	3	neutral
10133	426	Though writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of Crudup 's anchoring performance .	3	negative
10134	426	Though writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship	2	negative
10135	426	writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship	2	negative
10136	426	writer\/director Bart Freundlich 's film	2	neutral
10137	426	writer\/director Bart Freundlich 's	2	neutral
10138	426	Bart Freundlich 's	2	neutral
10139	426	Bart	2	neutral
10140	426	Freundlich 's	2	neutral
10141	426	ultimately becomes a simplistic story about a dysfunctional parent-child relationship	2	negative
10142	426	becomes a simplistic story about a dysfunctional parent-child relationship	1	negative
10143	426	a simplistic story about a dysfunctional parent-child relationship	2	negative
10144	426	a simplistic story	2	negative
10145	426	simplistic story	1	negative
10146	426	about a dysfunctional parent-child relationship	2	neutral
10147	426	a dysfunctional parent-child relationship	1	neutral
10148	426	dysfunctional parent-child relationship	1	neutral
10149	426	dysfunctional	1	neutral
10150	426	parent-child relationship	2	neutral
10151	426	parent-child	2	neutral
10152	426	, it has some special qualities and the soulful gravity of Crudup 's anchoring performance .	3	positive
10153	426	it has some special qualities and the soulful gravity of Crudup 's anchoring performance .	3	positive
10154	426	has some special qualities and the soulful gravity of Crudup 's anchoring performance .	3	positive
10155	426	has some special qualities and the soulful gravity of Crudup 's anchoring performance	3	positive
10156	426	some special qualities and the soulful gravity of Crudup 's anchoring performance	3	positive
10157	426	some special qualities and	3	positive
10158	426	some special qualities	3	positive
10159	426	special qualities	3	positive
10160	426	qualities	3	neutral
10161	426	the soulful gravity of Crudup 's anchoring performance	3	neutral
10162	426	the soulful gravity	3	neutral
10163	426	soulful gravity	4	neutral
10164	426	gravity	2	neutral
10165	426	of Crudup 's anchoring performance	4	neutral
10166	426	Crudup 's anchoring performance	3	neutral
10167	426	Crudup 's	2	neutral
10168	426	Crudup	2	neutral
10169	426	anchoring performance	3	neutral
10170	426	anchoring	3	neutral
10171	427	-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .	0	negative
10172	427	-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark	1	negative
10173	427	-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but	2	negative
10174	427	-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated ,	2	negative
10175	427	-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated	1	negative
10176	427	Carvey 's -RRB- characters are both overplayed and exaggerated	1	negative
10177	427	Carvey 's	2	neutral
10178	427	-RRB- characters are both overplayed and exaggerated	0	negative
10179	427	characters are both overplayed and exaggerated	1	negative
10180	427	are both overplayed and exaggerated	1	negative
10181	427	both overplayed and exaggerated	0	negative
10182	427	overplayed and exaggerated	0	negative
10183	427	overplayed and	2	neutral
10184	427	overplayed	1	neutral
10185	427	exaggerated	2	negative
10186	427	then again , subtlety has never been his trademark	1	neutral
10187	427	then again	2	neutral
10188	427	, subtlety has never been his trademark	1	neutral
10189	427	subtlety has never been his trademark	1	neutral
10190	427	subtlety	2	neutral
10191	427	has never been his trademark	2	neutral
10192	427	has never	1	neutral
10193	427	been his trademark	2	neutral
10194	427	his trademark	2	neutral
10195	427	trademark	2	neutral
10196	428	This beautifully animated epic is never dull .	4	positive
10197	428	This beautifully animated epic	4	positive
10198	428	beautifully animated epic	4	positive
10199	428	animated epic	3	positive
10200	428	animated	2	neutral
10201	428	is never dull .	2	positive
10202	428	is never dull	3	positive
10203	428	is never	2	neutral
10204	429	Charming and witty , it 's also somewhat clumsy .	3	positive
10205	429	Charming and witty	4	positive
10206	429	, it 's also somewhat clumsy .	1	negative
10207	429	it 's also somewhat clumsy .	2	negative
10208	429	's also somewhat clumsy .	1	negative
10209	429	's also somewhat clumsy	1	negative
10210	429	's also	2	neutral
10211	429	somewhat clumsy	1	negative
10212	430	In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	1	negative
10213	430	In one scene	2	neutral
10214	430	one scene	2	neutral
10215	430	scene	2	neutral
10216	430	, we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	1	negative
10217	430	we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	1	negative
10218	430	get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	2	negative
10219	430	get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes	2	negative
10220	430	a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes	2	negative
10221	430	a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and	1	negative
10222	430	a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout --	1	negative
10223	430	a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout	1	negative
10224	430	a stab at soccer hooliganism ,	3	neutral
10225	430	a stab at soccer hooliganism	1	neutral
10226	430	a stab	1	neutral
10227	430	stab	2	neutral
10228	430	at soccer hooliganism	1	neutral
10229	430	soccer hooliganism	2	neutral
10230	430	soccer	2	neutral
10231	430	hooliganism	2	neutral
10232	430	a double-barreled rip-off of Quentin Tarantino 's climactic shootout	2	negative
10233	430	a double-barreled rip-off	2	negative
10234	430	double-barreled rip-off	0	negative
10235	430	double-barreled	2	neutral
10236	430	rip-off	0	negative
10237	430	of Quentin Tarantino 's climactic shootout	2	neutral
10238	430	Quentin Tarantino 's climactic shootout	3	neutral
10239	430	Quentin Tarantino 's	2	neutral
10240	430	Quentin	2	neutral
10241	430	Tarantino 's	2	neutral
10242	430	Tarantino	2	neutral
10243	430	climactic shootout	2	neutral
10244	430	climactic	3	neutral
10245	430	shootout	2	neutral
10246	430	Meat Loaf explodes	2	neutral
10247	430	Meat	2	neutral
10248	430	Loaf explodes	2	neutral
10249	430	Loaf	2	neutral
10250	430	explodes	2	neutral
10251	431	frustratingly refuses to give Pinochet 's crimes a political context	0	negative
10252	431	frustratingly	2	negative
10253	431	refuses to give Pinochet 's crimes a political context	2	neutral
10254	431	refuses	1	neutral
10255	431	to give Pinochet 's crimes a political context	2	neutral
10256	431	give Pinochet 's crimes a political context	2	neutral
10257	431	give Pinochet 's crimes	2	neutral
10258	431	Pinochet 's crimes	2	neutral
10259	431	Pinochet 's	2	neutral
10260	431	Pinochet	1	neutral
10261	431	crimes	0	neutral
10262	431	a political context	2	neutral
10263	431	political context	2	neutral
10264	431	context	2	neutral
10265	431	, his distance from the material is mostly admirable .	3	positive
10266	431	his distance from the material is mostly admirable .	3	positive
10267	431	his distance from the material	2	neutral
10268	431	his distance	2	neutral
10269	431	distance	2	neutral
10270	431	from the material	2	neutral
10271	431	the material	2	neutral
10272	431	is mostly admirable .	3	positive
10273	431	is mostly admirable	4	positive
10274	431	mostly admirable	3	positive
10275	431	admirable	4	neutral
10276	432	Paul Bettany playing Malcolm McDowell ?	2	neutral
10277	432	Paul Bettany playing Malcolm McDowell	2	neutral
10278	432	Paul Bettany	2	neutral
10279	432	Paul	2	neutral
10280	432	Bettany	2	neutral
10281	432	playing Malcolm McDowell	2	neutral
10282	432	Malcolm McDowell	2	neutral
10283	432	McDowell	2	neutral
10284	433	A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .	2	positive
10285	433	A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus	3	positive
10286	433	A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom --	3	positive
10287	433	A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom	3	positive
10288	433	A serviceable Euro-trash action extravaganza ,	3	positive
10289	433	A serviceable Euro-trash action extravaganza	2	positive
10290	433	serviceable Euro-trash action extravaganza	2	positive
10291	433	serviceable	2	neutral
10292	433	Euro-trash action extravaganza	2	positive
10293	433	Euro-trash	1	neutral
10294	433	action extravaganza	3	positive
10295	433	extravaganza	3	neutral
10296	433	with a decent sense of humor and plenty of things that go boom	3	positive
10297	433	a decent sense of humor and plenty of things that go boom	3	positive
10298	433	a decent sense of humor and plenty	4	positive
10299	433	a decent sense	2	positive
10300	433	decent sense	3	positive
10301	433	of humor and plenty	3	neutral
10302	433	humor and plenty	3	neutral
10303	433	humor and	3	neutral
10304	433	plenty	2	neutral
10305	433	of things that go boom	2	neutral
10306	433	things that go boom	2	neutral
10307	433	that go boom	2	neutral
10308	433	go boom	1	neutral
10309	433	boom	2	neutral
10310	433	handguns , BMWs and seaside chateaus	2	neutral
10311	433	handguns , BMWs and	2	neutral
10312	433	handguns , BMWs	2	neutral
10313	433	handguns ,	2	neutral
10314	433	handguns	2	neutral
10315	433	BMWs	2	neutral
10316	433	seaside chateaus	2	neutral
10317	433	seaside	2	neutral
10318	433	chateaus	2	neutral
10319	434	Veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .	2	negative
10320	434	Veterans of the dating wars	2	neutral
10321	434	Veterans	2	neutral
10322	434	of the dating wars	2	neutral
10323	434	the dating wars	2	neutral
10324	434	dating wars	2	neutral
10325	434	dating	2	neutral
10326	434	wars	1	neutral
10327	434	will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .	2	negative
10328	434	will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures	2	negative
10329	434	smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures	1	negative
10330	434	smirk uneasily	1	neutral
10331	434	smirk	1	neutral
10332	434	uneasily	1	neutral
10333	434	at the film 's nightmare versions of everyday sex-in-the-city misadventures	1	negative
10334	434	the film 's nightmare versions of everyday sex-in-the-city misadventures	1	negative
10335	434	the film 's nightmare versions	2	neutral
10336	434	nightmare versions	2	neutral
10337	434	nightmare	0	neutral
10338	434	versions	2	neutral
10339	434	of everyday sex-in-the-city misadventures	3	negative
10340	434	everyday sex-in-the-city misadventures	1	negative
10341	434	everyday	2	negative
10342	434	sex-in-the-city misadventures	2	neutral
10343	434	sex-in-the-city	2	neutral
10344	434	misadventures	2	neutral
10345	435	It sends you away a believer again and quite cheered at just that .	4	neutral
10346	435	sends you away a believer again and quite cheered at just that .	3	neutral
10347	435	sends you away a believer again and quite cheered at just that	4	neutral
10348	435	sends you	2	neutral
10349	435	sends	2	neutral
10350	435	away a believer again and quite cheered at just that	3	neutral
10351	435	away a believer	2	neutral
10352	435	a believer	2	neutral
10353	435	believer	2	neutral
10354	435	again and quite cheered at just that	3	neutral
10355	435	again and quite	2	neutral
10356	435	again and	2	neutral
10357	435	cheered at just that	3	neutral
10358	435	cheered	3	neutral
10359	435	at just that	2	neutral
10360	436	The rollerball sequences feel sanitised and stagey .	1	neutral
10361	436	The rollerball sequences	2	neutral
10362	436	rollerball sequences	2	neutral
10363	436	rollerball	2	neutral
10364	436	sequences	2	neutral
10365	436	feel sanitised and stagey .	1	neutral
10366	436	feel sanitised and stagey	1	neutral
10367	436	sanitised and stagey	2	neutral
10368	436	sanitised and	1	neutral
10369	436	sanitised	2	neutral
10370	436	stagey	2	neutral
10371	437	Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .	1	negative
10372	437	Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots	1	negative
10373	437	Interview With the Assassin is structured less as a documentary and more as a found relic , and	3	positive
10374	437	Interview With the Assassin is structured less as a documentary and more as a found relic ,	1	positive
10375	437	Interview With the Assassin is structured less as a documentary and more as a found relic	2	positive
10376	437	Interview	2	neutral
10377	437	With the Assassin is structured less as a documentary and more as a found relic	1	positive
10378	437	With the Assassin	2	neutral
10379	437	the Assassin	2	neutral
10380	437	Assassin	2	neutral
10381	437	is structured less as a documentary and more as a found relic	3	positive
10382	437	structured less as a documentary and more as a found relic	3	positive
10383	437	structured	2	neutral
10384	437	less as a documentary and more as a found relic	3	positive
10385	437	as a documentary and more as a found relic	2	positive
10386	437	a documentary and more as a found relic	2	positive
10387	437	a documentary and	2	neutral
10388	437	a documentary	2	neutral
10389	437	more as a found relic	2	positive
10390	437	more as a	2	positive
10391	437	as a	2	neutral
10392	437	found relic	2	neutral
10393	437	as such the film has a difficult time shaking its Blair Witch Project real-time roots	1	negative
10394	437	as such the film	2	neutral
10395	437	such the film	2	neutral
10396	437	has a difficult time shaking its Blair Witch Project real-time roots	1	negative
10397	437	a difficult time shaking its Blair Witch Project real-time roots	1	negative
10398	437	a difficult time	1	negative
10399	437	difficult time	2	negative
10400	437	shaking its Blair Witch Project real-time roots	2	neutral
10401	437	shaking	2	neutral
10402	437	its Blair Witch Project real-time roots	2	neutral
10403	437	Blair Witch Project real-time roots	2	neutral
10404	437	Blair	2	neutral
10405	437	Witch Project real-time roots	3	neutral
10406	437	Witch	2	neutral
10407	437	Project real-time roots	2	neutral
10408	437	real-time roots	2	neutral
10409	437	real-time	2	neutral
10410	437	roots	2	neutral
10411	438	It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .	4	positive
10412	438	is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .	4	positive
10413	438	is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth	4	positive
10414	438	is most remarkable not because of its epic scope , but because of the startling intimacy	3	positive
10415	438	most remarkable not because of its epic scope , but because of the startling intimacy	3	positive
10416	438	most remarkable	4	positive
10417	438	remarkable	4	positive
10418	438	not because of its epic scope , but because of the startling intimacy	4	negative
10419	438	not because of its epic scope	2	positive
10420	438	because of its epic scope	3	positive
10421	438	of its epic scope	3	positive
10422	438	its epic scope	3	positive
10423	438	epic scope	3	positive
10424	438	scope	2	neutral
10425	438	, but because of the startling intimacy	3	negative
10426	438	but because of the startling intimacy	3	negative
10427	438	because of the startling intimacy	2	negative
10428	438	of the startling intimacy	3	negative
10429	438	the startling intimacy	3	negative
10430	438	startling intimacy	2	negative
10431	438	startling	2	negative
10432	438	intimacy	2	neutral
10433	438	it achieves despite that breadth	2	neutral
10434	438	achieves despite that breadth	2	neutral
10435	438	despite that breadth	2	neutral
10436	438	that breadth	2	neutral
10437	438	breadth	2	neutral
10438	439	A nearly 21\/2 hours , the film is way too indulgent .	1	positive
10439	439	A nearly 21\/2 hours , the film	2	positive
10440	439	A nearly 21\/2 hours ,	2	positive
10441	439	A nearly 21\/2 hours	2	positive
10442	439	nearly 21\/2 hours	2	positive
10443	439	nearly 21\/2	2	positive
10444	439	21\/2	2	neutral
10445	439	is way too indulgent .	1	neutral
10446	439	is way too indulgent	1	neutral
10447	439	is way	2	neutral
10448	439	too indulgent	1	neutral
10449	439	indulgent	3	neutral
10450	440	Seems like something American and European gay movies were doing 20 years ago .	1	positive
10451	440	Seems like something American and European gay movies	2	positive
10452	440	like something American and European gay movies	2	positive
10453	440	something American and European gay movies	2	positive
10454	440	something American and	2	neutral
10455	440	something American	2	neutral
10456	440	European gay movies	2	positive
10457	440	European	2	neutral
10458	440	gay movies	2	positive
10459	440	were doing 20 years ago .	2	neutral
10460	440	were doing 20 years ago	2	neutral
10461	440	doing 20 years ago	2	neutral
10462	440	doing	2	neutral
10463	440	20 years ago	2	neutral
10464	440	20 years	2	neutral
10465	440	20	2	neutral
10466	440	ago	2	neutral
10467	441	Claims to sort the bad guys from the good , which is its essential problem .	1	positive
10468	441	Claims	2	neutral
10469	441	to sort the bad guys from the good , which is its essential problem .	2	positive
10470	441	to sort the bad guys from the good , which is its essential problem	1	positive
10471	441	sort the bad guys from the good , which is its essential problem	1	positive
10472	441	sort the bad guys	2	negative
10473	441	the bad guys	1	negative
10474	441	bad guys	2	negative
10475	441	from the good , which is its essential problem	2	positive
10476	441	the good , which is its essential problem	1	positive
10477	441	the good ,	3	positive
10478	441	the good	2	positive
10479	441	which is its essential problem	2	neutral
10480	441	is its essential problem	1	neutral
10481	441	its essential problem	1	neutral
10482	441	essential problem	2	neutral
10483	441	essential	3	neutral
10484	442	Mana gives us compelling , damaged characters who we want to help -- or hurt .	2	positive
10485	442	Mana	2	neutral
10486	442	gives us compelling , damaged characters who we want to help -- or hurt .	3	positive
10487	442	gives us compelling , damaged characters who we want to help -- or hurt	3	positive
10488	442	gives us	2	neutral
10489	442	compelling , damaged characters who we want to help -- or hurt	3	positive
10490	442	compelling , damaged characters	3	positive
10491	442	, damaged characters	1	neutral
10492	442	damaged characters	2	neutral
10493	442	damaged	1	neutral
10494	442	who we want to help -- or hurt	2	neutral
10495	442	we want to help -- or hurt	3	neutral
10496	442	want to help -- or hurt	2	neutral
10497	442	to help -- or hurt	2	neutral
10498	442	help -- or hurt	2	neutral
10499	442	help -- or	2	neutral
10500	442	help --	2	neutral
10501	443	Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .	1	neutral
10502	443	Good-looking but relentlessly lowbrow outing	2	neutral
10503	443	Good-looking but relentlessly	2	neutral
10504	443	Good-looking but	3	neutral
10505	443	Good-looking	3	neutral
10506	443	relentlessly	2	neutral
10507	443	lowbrow outing	2	neutral
10508	443	lowbrow	1	neutral
10509	443	outing	2	neutral
10510	443	plays like Clueless Does South Fork .	1	neutral
10511	443	plays like Clueless Does South Fork	2	neutral
10512	443	like Clueless Does South Fork	2	neutral
10513	443	Clueless Does South Fork	1	neutral
10514	443	Clueless	1	neutral
10515	443	Does South Fork	2	neutral
10516	443	South Fork	2	neutral
10517	443	Fork	2	neutral
10518	444	Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .	3	positive
10519	444	Evokes a palpable sense of disconnection	1	neutral
10520	444	Evokes a palpable sense	3	neutral
10521	444	a palpable sense	2	neutral
10522	444	palpable sense	2	neutral
10523	444	palpable	3	neutral
10524	444	of disconnection	1	neutral
10525	444	disconnection	2	neutral
10526	444	, made all the more poignant by the incessant use of cell phones .	2	positive
10527	444	made all the more poignant by the incessant use of cell phones .	2	positive
10528	444	made all the more poignant by the incessant use of cell phones	1	positive
10529	444	all the more poignant by the incessant use of cell phones	1	positive
10530	444	all the	2	neutral
10531	444	more poignant by the incessant use of cell phones	2	positive
10532	444	poignant by the incessant use of cell phones	2	neutral
10533	444	poignant	4	neutral
10534	444	by the incessant use of cell phones	1	neutral
10535	444	the incessant use of cell phones	1	neutral
10536	444	the incessant use	0	neutral
10537	444	incessant use	1	neutral
10538	444	incessant	1	neutral
10539	444	use	2	neutral
10540	444	of cell phones	2	neutral
10541	444	cell phones	2	neutral
10542	444	cell	2	neutral
10543	444	phones	2	neutral
10544	445	The concept is a hoot .	3	neutral
10545	445	The concept	2	neutral
10546	445	is a hoot .	2	neutral
10547	445	is a hoot	3	neutral
10548	445	a hoot	3	neutral
10549	445	hoot	2	neutral
10550	446	A straight-shooting family film which awards animals the respect they 've rarely been given .	4	positive
10551	446	A straight-shooting family film which awards animals the respect they	3	neutral
10552	446	A straight-shooting family film	3	neutral
10553	446	straight-shooting family film	3	neutral
10554	446	straight-shooting	2	neutral
10555	446	family film	2	neutral
10556	446	which awards animals the respect they	3	neutral
10557	446	awards animals the respect they	3	neutral
10558	446	awards	2	neutral
10559	446	animals the respect they	2	neutral
10560	446	animals	2	neutral
10561	446	the respect they	3	neutral
10562	446	the respect	2	neutral
10563	446	've rarely been given .	2	positive
10564	446	've rarely been given	2	positive
10565	446	've rarely	2	positive
10566	446	been given	2	neutral
10567	447	The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge	2	neutral
10568	447	The directive to protect the code at all costs also	3	neutral
10569	447	directive to protect the code at all costs also	2	neutral
10570	447	directive	2	neutral
10571	447	to protect the code at all costs also	2	neutral
10572	447	protect the code at all costs also	2	neutral
10573	447	protect the code at all costs	2	neutral
10574	447	protect the code	2	neutral
10575	447	protect	2	neutral
10576	447	the code	2	neutral
10577	447	code	2	neutral
10578	447	at all costs	2	neutral
10579	447	all costs	2	neutral
10580	447	costs	2	neutral
10581	447	begins to blur as the importance of the man and the code merge	2	neutral
10582	447	to blur as the importance of the man and the code merge	2	neutral
10583	447	blur as the importance of the man and the code merge	2	neutral
10584	447	blur	2	neutral
10585	447	as the importance of the man and the code merge	2	neutral
10586	447	the importance of the man and the code merge	3	neutral
10587	447	the importance of the man and the code	2	neutral
10588	447	of the man and the code	2	neutral
10589	447	the man and the code	2	neutral
10590	447	the man and	3	neutral
10591	447	merge	2	neutral
10592	448	What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .	2	positive
10593	448	What Eric Schaeffer has accomplished with Never Again	3	positive
10594	448	Eric Schaeffer has accomplished with Never Again	3	positive
10595	448	Eric Schaeffer	2	neutral
10596	448	Schaeffer	2	neutral
10597	448	has accomplished with Never Again	2	positive
10598	448	accomplished with Never Again	2	positive
10599	448	accomplished	3	positive
10600	448	with Never Again	2	neutral
10601	448	Never Again	2	neutral
10602	448	may not , strictly speaking , qualify as revolutionary .	3	neutral
10603	448	may not , strictly speaking , qualify as revolutionary	1	neutral
10604	448	may not , strictly speaking ,	2	neutral
10605	448	may not , strictly speaking	2	neutral
10606	448	may not ,	2	neutral
10607	448	strictly speaking	2	neutral
10608	448	strictly	2	neutral
10609	448	speaking	2	neutral
10610	448	qualify as revolutionary	3	neutral
10611	448	qualify	2	neutral
10612	448	as revolutionary	2	neutral
10613	448	revolutionary	3	neutral
10614	449	Obvious , obnoxious and didactic burlesque .	0	negative
10615	449	Obvious , obnoxious and didactic burlesque	0	negative
10616	449	Obvious ,	2	neutral
10617	449	obnoxious and didactic burlesque	1	negative
10618	449	obnoxious	1	neutral
10619	449	and didactic burlesque	2	negative
10620	449	didactic burlesque	2	negative
10621	449	didactic	2	negative
10622	449	burlesque	2	neutral
10623	450	What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?	2	positive
10624	450	can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?	2	positive
10625	450	can one say about a balding 50-year-old actor playing an innocent boy carved from a log	2	positive
10626	450	can one	2	neutral
10627	450	say about a balding 50-year-old actor playing an innocent boy carved from a log	1	positive
10628	450	about a balding 50-year-old actor playing an innocent boy carved from a log	2	positive
10629	450	a balding 50-year-old actor playing an innocent boy carved from a log	1	positive
10630	450	a balding 50-year-old actor	2	neutral
10631	450	balding 50-year-old actor	1	neutral
10632	450	balding	1	neutral
10633	450	50-year-old actor	2	neutral
10634	450	50-year-old	2	neutral
10635	450	playing an innocent boy carved from a log	2	positive
10636	450	an innocent boy carved from a log	2	positive
10637	450	an innocent boy	2	positive
10638	450	innocent boy	2	positive
10639	450	innocent	3	positive
10640	450	carved from a log	2	neutral
10641	450	carved	2	neutral
10642	450	from a log	2	neutral
10643	450	a log	2	neutral
10644	450	log	2	neutral
10645	451	Ca n't seem to get anywhere near the story 's center .	2	neutral
10646	451	Ca n't seem to get anywhere near the story 's center	1	neutral
10647	451	seem to get anywhere near the story 's center	1	neutral
10648	451	to get anywhere near the story 's center	3	neutral
10649	451	get anywhere near the story 's center	2	neutral
10650	451	get anywhere	2	neutral
10651	451	anywhere	2	neutral
10652	451	near the story 's center	2	neutral
10653	451	near	2	positive
10654	451	the story 's center	2	negative
10655	451	the story 's	2	neutral
10656	451	story 's	2	neutral
10657	451	center	2	negative
10658	452	Even with its $ 50-million US budget , Pinocchio never quite achieves the feel of a fanciful motion picture .	1	neutral
10659	452	Even with its $ 50-million US budget	2	neutral
10660	452	with its $ 50-million US budget	2	neutral
10661	452	its $ 50-million US budget	2	neutral
10662	452	$ 50-million US budget	2	neutral
10663	452	$ 50-million	2	neutral
10664	452	$	2	neutral
10665	452	50-million	2	neutral
10666	452	US budget	2	neutral
10667	452	, Pinocchio never quite achieves the feel of a fanciful motion picture .	1	neutral
10668	452	Pinocchio never quite achieves the feel of a fanciful motion picture .	1	neutral
10669	452	Pinocchio	2	neutral
10670	452	never quite achieves the feel of a fanciful motion picture .	1	neutral
10671	452	never quite	1	neutral
10672	452	achieves the feel of a fanciful motion picture .	3	neutral
10673	452	achieves the feel of a fanciful motion picture	3	neutral
10674	452	the feel of a fanciful motion picture	3	neutral
10675	452	the feel	2	neutral
10676	452	of a fanciful motion picture	3	neutral
10677	452	a fanciful motion picture	3	neutral
10678	452	fanciful motion picture	3	neutral
10679	452	fanciful	3	neutral
10680	452	motion picture	2	neutral
10681	452	motion	2	neutral
10682	452	picture	2	neutral
10683	453	A little more intensity and a little less charm would have saved this film a world of hurt .	1	negative
10684	453	A little more intensity and a little less charm	2	negative
10685	453	A little more intensity and	2	positive
10686	453	A little more intensity	1	positive
10687	453	little more intensity	2	positive
10688	453	little more	2	positive
10689	453	intensity	2	neutral
10690	453	a little less charm	1	negative
10691	453	little less charm	2	negative
10692	453	little less	2	negative
10693	453	would have saved this film a world of hurt .	1	neutral
10694	453	would have saved this film a world of hurt	1	neutral
10695	453	have saved this film a world of hurt	3	neutral
10696	453	saved this film a world of hurt	2	neutral
10697	453	saved this film	3	neutral
10698	453	a world of hurt	1	neutral
10699	453	of hurt	2	neutral
10700	454	Like most of Jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .	1	positive
10701	454	Like most of Jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand	1	positive
10702	454	Like most of Jaglom 's films , some of it is honestly affecting , but	3	positive
10703	454	Like most of Jaglom 's films , some of it is honestly affecting ,	3	positive
10704	454	Like most of Jaglom 's films , some of it is honestly affecting	3	positive
10705	454	Like most of Jaglom 's films	2	positive
10706	454	most of Jaglom 's films	2	positive
